title,year,director,screenwriter,actors,type,summary,runtime,pubtime,country,language,scoreNum,score,star5,star4,star3,star2,star1,smallCommentNum,longCommentNum,posterurl
假面骑士Ghost 一休入魂! 觉醒吧! 我的顿知力!! 仮面ライダーゴースト 一休入魂！めざめよ！オレのとんち力！！,2016.0,石田秀范,毛利亘宏,西銘駿/山本凉介/柳喬之/松田流花,动作,『一休眼魂争奪！とんち勝負（バトル）！！』の直接的な続編。本作オリジナルの仮面ライダーゴースト 一休魂や仮面ライ ダースペクター ピタゴラス魂などが登場する。,22分钟,2016-02-06," 日本"," 日语",73.0,6.1,15.2%,9.1%,47.0%,22.7%,6.1%,13,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2319102656.jpg
真田十勇士 真人版,2016.0,堤幸彦,牧野希/铃木哲也,中村勘九郎/松坂桃李/大岛优子/永山绚斗/高桥光臣/骏河太郎/村井良大/荒井敦史/望月步/青木健/石垣佑磨/加藤和树/伊武雅刀/佐藤二朗/野添义弘/松平健/大竹忍/加藤雅也,喜剧/动作,"电影改编自同名历史小说，战国时代末期，""真田十勇士""在历史上是真田幸村的忠诚家臣团队，其中猿飞佐助与雾隐才藏最为后世所知。",135分钟,2016-09-22(日本)," 日本"," 日语",1681.0,5.9,4.5%,18.1%,50.4%,21.4%,5.5%,509,3.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2399257120.jpg
迟来的愤怒 Tarde para la ira,2016.0,劳尔·阿雷瓦洛,劳尔·阿雷瓦洛/大卫·普利多,安东尼奥·德·拉·托雷/路易斯·卡叶赫/露丝·迪亚斯/劳尔·希门尼斯/马诺洛·索洛/冯特·加西亚/皮拉尔·戈麦斯/艾丽西娅·鲁维奥/盖兹卡·阿达纳斯/马丁·卢纳/查尼·马丁/恩里克·德拉托雷/茵玛·桑乔/帕科·本杰梅亚/贝尔塔·埃尔南德斯,剧情/惊悚,威尼斯的地平线单元中，出现了这样一部电影，不扯人性，“三观”却正到让人大呼过瘾，这就是讲述了一个干脆利落的复仇故事的西班牙电影《迟来的愤怒》。,92分钟,2016-09-02(威尼斯电影节)/2016-09-09(西班牙)," 西班牙"," 西班牙语",1195.0,5.9,4.1%,17.4%,53.1%,22.1%,3.3%,340,7.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2375328653.jpg
新警界双雄 Dishoom,2016.0,Rohit Dhawan,Rohit Dhawan,约翰·亚伯拉罕/杰奎琳·费南德斯/瓦伦·达瓦,喜剧/动作,Viraj是印度板球队的顶级击球手，在即将与巴基斯坦对决的半球决赛前，在中东某国突然失踪，这意味着印度板球队极有可能在决赛中失利。印度女总理极为重视，亲自与中东该国领导电话联系，要求派印度的王牌警察Kabir Shergill到中东来破案，虽然中东某国警察局长对此不太理解。,,2016-07-29," 印度"," 印地语",237.0,5.9,8.0%,9.6%,57.2%,17.6%,7.5%,70,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2370879482.jpg
办公室圣诞派对 Office Christmas Party,2016.0,乔什·戈登/威尔·斯佩克,贾斯汀·麦伦/劳拉·索隆/丹·马泽/乔恩·卢卡斯/斯科特·摩尔/蒂莫斯·道灵,杰森·贝特曼/奥立薇娅·玛恩/T·J·米勒/詹妮弗·安妮斯顿/凯特·麦克金农/考特尼·万斯/吉莉恩·贝尔/罗伯·考德瑞/瓦妮莎·贝尔/兰道尔·朴/山姆·理查森/卡兰·索尼/杰米·钟/阿比·丽/达明·乔伊·伦道夫,喜剧,影片讲述的是詹妮弗·安妮斯顿与T·J·米勒饰演的兄妹从过世的父亲接手公司，临近圣诞，古灵精怪的米勒说服老派的詹妮弗·安妮斯顿，希望通过派对鼓舞士气，不想派对失控，意外频发。,105分钟,2016-12-09(美国)," 美国"," 英语",3307.0,5.8,4.7%,14.0%,52.9%,23.6%,4.7%,814,9.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2390189660.jpg
期限人生 Term Life,2016.0,彼得·比灵斯雷,安迪·利伯曼,海莉·斯坦菲尔德/塔拉吉·P·汉森/乔恩·费儒/乔纳森·班克斯/文斯·沃恩/泰伦斯·霍华德/比尔·帕克斯顿/威廉·莱维/谢伊·惠格姆/艾格尼丝·孟嘉萨瑞/丹尼尔·伯哈特/詹迪·莫拉/迈克·艾普斯/塞西尔·德·弗朗斯/因德尔·库马尔/安娜·科尔韦尔,剧情/惊悚/犯罪,一位在镇上受多方追杀的父亲期望自己可以活到拿到人寿保险金的那一天，以支付与他长久疏远的女儿的抚养费。,93分钟,2016-04-29(美国)," 美国"," 英语",1221.0,5.8,5.1%,11.2%,54.9%,24.1%,4.7%,299,3.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2312249822.jpg
完全陌生 Complete Unknown,2016.0,乔舒亚·马斯顿,乔舒亚·马斯顿/朱利安·谢泼德,艾琳·达克/蕾切尔·薇兹/Hansel Tan/法蒂/扎克·艾普曼/迈克尔·珊农/迈克尔·切鲁斯/阿兹塔·加尼扎达/奥玛尔·梅特瓦利/弗兰克·德·胡里奥/康多拉·拉沙德/克里斯·劳威尔/泰莎·阿尔伯特森/凯利·奥科/凯西·贝茨/丹尼·格洛弗,剧情/悬疑,你是否曾幻想过可以在多重身份之间切换自如，可以随时开始新的生活？事实上，艾莉丝这么做已经15年了。然而就在一次聚会中，她曾经作为“珍妮”时的前男友汤姆却认出了她。汤姆坚信他们之间颇有渊源，但艾莉丝只是匆忙离开，拒绝相认。汤姆想要知道十年前究竟发生了什么，艾莉丝究竟为何会有如此丰富的经历。在汤姆的坚持之下，两人终于敞开心扉彻夜长谈…… 《完全陌生》描绘了两种人的生活轨迹，通过大量感官特写来探讨人格的多面性。,90分钟,2016-01-25(圣丹斯电影节)/2016-08-26(美国)," 美国"," 英语 / 波斯语",849.0,5.8,4.6%,14.5%,49.4%,26.9%,4.6%,265,10.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2312990067.jpg
红衣男孩,2016.0,张博,张伯达,齐志/刘锐/阮妍霏,悬疑,"影片根据2009年“红衣男孩""事件改编。",61分钟,2016-01-15(中国大陆)," 中国大陆"," 汉语普通话",730.0,5.8,6.9%,17.7%,42.9%,22.8%,9.8%,242,9.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2306457486.jpg
海伦娜之路 The Duel,2016.0,基兰·达西-史密斯,马特·库克,伍迪·哈里森/利亚姆·海姆斯沃斯/艾莉丝·布拉加/艾莫里·科恩/费利西蒂·普赖斯/威廉姆·赛德勒/克里斯托弗·杰姆斯·贝克/克里斯托弗·贝瑞/本尼迪克特·萨缪尔/基尔斯·马特蒂/拉法埃尔·沙巴拉格/杰森·卡特/大卫·博恩/劳伦斯·特纳/金佰利·伊达尔戈,剧情/西部,影片讲述大卫(海姆斯沃斯饰)在海伦娜镇调查谋杀案时，却惊人发现了20年前杀害自己父亲的凶手亚伯罕(哈里森饰)。亚伯罕也将与大卫上演一出精彩对抗。,110分钟,2016-06-24(美国)," 美国"," 英语",664.0,5.8,4.7%,14.6%,53.2%,21.7%,5.8%,167,5.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2358700489.jpg
黑暗之歌 A Dark Song,2016.0,Liam Gavin,Liam Gavin,Catherine Walker/史蒂夫·奥拉姆/马克·休伯曼/苏珊·洛克南,剧情/恐怖,《降灵曲》由文青神作《曾经．爱是唯一》的製片亲自操刀，协同爱尔兰新锐导演连恩盖文（Liam Gavin），跨界呈献邪气逼人的恐怖新作。,100分钟,2016-07-08(爱尔兰)," 爱尔兰 / 英国"," 英语",681.0,5.8,10.2%,15.8%,37.0%,27.7%,9.2%,239,6.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2453167629.jpg
圣诞坏公公2 Bad Santa 2,2016.0,马克·沃特斯,约翰尼·罗森塔尔/肖娜·克罗斯/格伦·费卡拉/约翰·里夸,比利·鲍伯·松顿/凯西·贝茨/托尼·考克斯/克里斯蒂娜·亨德里克斯/布瑞特·凯利/瑞恩·汉森/珍妮·吉格瑞诺/杰夫·斯科夫龙/克里斯蒂娜·罗塞托/迈克·斯塔尔/奥克塔维亚·斯宾瑟/西拉·维克多/隆巴多·博伊尔,剧情/喜剧/犯罪,米拉迈克斯公司（Miramax） 和Broad Green Pictures公司宣布，他们将为2003年喜剧《圣诞坏公公》（Bad Santa）拍摄续集，原版主演比利·鲍勃·松顿（Billy Bob Thornton）也会回归。,92分钟,2016-11-23(美国)," 美国"," 英语",538.0,5.8,6.7%,12.7%,48.9%,24.9%,6.7%,125,3.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2385533564.jpg
超杀新女友 Women Who Kill,2016.0,英格丽·江格曼,英格丽·江格曼,英格丽·江格曼/安妮特·奥图/希拉·凡德/黛伯拉·拉什/格蕾丝·雷克斯/塔米·赛格/杰奎琳·安塔拉米安/安·卡尔/特伦斯·南斯/罗德里戈·洛普雷斯蒂/香农·帕特里夏·奥尼尔/弗兰西丝·本哈默,爱情/悬疑/同性/犯罪,摩根和前女友琴是纽约布鲁克林著名的真实犯罪案件广播主持人，她们特别着迷于女性连续杀人犯，害怕承诺的摩根与琴依然形同情侣，神秘美丽女子席梦的出现却扭转整个情势，摩根为席梦神魂颠倒，心里不是滋味的琴则暗中调查席梦，并找到她可能隐藏真实身分的证据，起初嗤之以鼻的摩根也逐渐感到事有蹊跷，两人再度携手展开调查，一连串的离奇死亡和失踪，都将矛头指向席梦……,93分钟,2016-04-15(翠贝卡电影节)/2017-07-26(美国)," 美国"," 英语",509.0,5.8,3.7%,17.1%,51.9%,21.7%,5.6%,168,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2494909519.jpg
无懈可击 Irréprochable,2016.0,塞巴斯蒂安·马尼尔,塞巴斯蒂安·马尼尔,玛琳娜·佛伊丝/杰瑞米·埃尔卡伊姆/约瑟芬·约比/班哲明·比欧雷/Jean-Luc Vincent/Xavier Robic/Jeanne Rosa,惊悚,四十岁的康丝坦斯（玛莉娜佛伊丝 饰演）突然被公司解雇，独身一人的她顿时生活失去重心，财务状况陷入危机。当她听说自己家祥的房地产公司正在招募时，她毅然决然离开了打拼多年的巴黎，试图想回到当初带领自己踏入房地产业的公司。然而，在怀著势在必得的心态联络前老板时，对方却告诉她职缺已经有了适合的人选──年轻、貌美且身材火辣的奥黛莉。康斯坦斯无法接受自己多年的销售经验输给眼前这位只有外表可人的菜鸟，于是她决定不计任何代价，用尽各种手段、游走危险边缘，夺回过去的一切…,103分钟,2016-07-06(法国)," 法国"," 法语",360.0,5.8,2.9%,18.7%,50.9%,21.6%,5.9%,124,4.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2358903238.jpg
爸爸的木房子,2016.0,李得胜,李得胜,杜雨露/朱丹/曹操/朱利亚·卡罗维尼,剧情,他是一个勇猛狂野的老炮，视美国为手下败将。他是强硬而又不妥协的老爹。在当今时代他让我们看到了中国军人和一个父亲的伟大一面。,99分钟,2016-08-26(中国大陆)/2018-03-30(中国大陆重映)," 中国大陆"," 汉语普通话",287.0,5.8,8.5%,13.6%,42.4%,28.8%,6.8%,97,5.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2376111013.jpg
阿波罗 Apollon,2016.0,Loic Dimitch,Loic Dimitch,Victor Laupin,喜剧/同性,Apollon is a teenager hung up by the social ideals of masculinity. He fantasizes about having the perfect body - complete with big beefy muscles and a big banana.,8分钟,," 法国"," 法语",236.0,5.8,1.6%,18.4%,56.3%,17.9%,5.8%,102,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2586392180.jpg
"甜蜜寂寞女孩 Sweet, Sweet Lonely Girl",2016.0,A.D. Calvo,A.D. Calvo,奎恩·谢法德/埃林·维赫米/Susan Kellermann/Frances Eve/Kristin Johansen,恐怖,一群无聊的大学生发动残忍的恶魔一边玩骰子游戏由人体关节。,76分钟,2016-09-22(美国)," 美国"," 英语",203.0,5.8,7.2%,16.9%,40.4%,28.9%,6.6%,77,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2387225759.jpg
第四帝国的黎明 Beyond Valkyrie: Dawn of the 4th Reich,2016.0,Claudio Fäh,Robert Henny/唐·迈克尔·保罗,肖恩·派特里克·弗兰纳里/史蒂芬·朗/鲁特格尔·哈尔/朱莉·恩格尔布雷希特/琦普·帕杜/汤姆·塞兹摩尔/埃里克·拉丁/帕沙·D.林奇尼科夫/安得烈·拜伦/米迦勒·埃普/Matt Lindquist/Martin Bermoser/Nathan Cooper/Tom Padley/约翰尼斯海瑞斯切蒙,动作/历史/战争,Near the end of World War II， American and British Special Forces must extract a resistance fighter behind Nazi lines.,100分钟,2016-08-12(美国)," 美国"," 英语 / 德语",192.0,5.8,6.5%,14.2%,49.0%,22.6%,7.7%,51,3.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2381735237.jpg
自由天空 Sky,2015.0,法比耶娜·贝尔托,法比耶娜·贝尔托/帕斯卡·阿诺德,诺曼·瑞杜斯/莉娜·邓纳姆/黛安·克鲁格/乔舒亚·杰克逊/卢·戴蒙德·菲利普斯/米歇尔·隆巴多/约翰·罗宾森/吉尔·勒卢什/劳伦妮·兰登/考莉安卡·基尔彻/丹尼尔珀罗/凯诺阿·基尔彻,剧情,A woman embarks on a journey alone across the United States after fleeing from her violent husband.,100分钟,2016-04-15," 法国 / 德国"," 英语 / 法语",170.0,5.8,9.0%,14.9%,42.5%,25.4%,8.2%,59,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2322133452.jpg
好孩子 Good Kids,2016.0,克里斯·麦考伊,克里斯·麦考伊,佐伊·达奇/艾什莉·贾德/朱莉娅·加纳/凯文·查普曼/维吉尼亚·加德纳/德米安·比齐尔/尼可拉斯·博朗/兰迪·库卓/伊瑟尔·布罗萨德/斯蒂芬妮·法图齐/马特奥·阿里亚斯/戴奥·奥柯奈伊/艾瑞克·卢茨/约翰·罗斯曼/Chaunty Spillane,喜剧,Four high school students look to redefine themselves after graduation.,86分钟,2016-10-21(美国)," 美国"," 英语",172.0,5.8,5.3%,13.0%,52.7%,24.4%,4.6%,45,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2407650913.jpg
九纹龙史进之替天行道,2016.0,刘信义,李海洋,朱晓辉/曹帅/张德晖/董婕,剧情/动作,方腊一战，梁山被朝廷出卖，大败。侥幸活下来的史进隐姓埋名于小城，认识了一身热血的铁云。铁云钟情于妓馆阿如，为了帮阿如赎身，得罪了当地的黑帮组织恒沙帮，史进为救铁云，更为剿灭黑势力，与当地官府同归于尽。,94分钟,2016," 中国大陆"," 汉语普通话",155.0,5.8,9.7%,19.4%,34.0%,26.2%,10.7%,49,3.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2528709227.jpg
糖爹先生 Mr. Sugar Daddy,2016.0,Dawid Ullgren,Dawid Ullgren,Aleksandar Gajic/Bengt C.W. Carlsson/Erik Thosteman,剧情/同性,Mr. Sugar Daddy depicts the story of a man looking for a fresh start. Hans falls for young Andrej and is thrown into a game that does not allow any winner.,14分钟,," 瑞典"," 瑞典语",164.0,5.8,5.3%,14.3%,52.6%,23.3%,4.5%,63,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2507844215.jpg
这些天 Questi giorni,2016.0,朱塞佩·比奇奥尼,朱塞佩·比奇奥尼/Pierpaolo Pirone,Laura Adriani/玛格丽塔·布伊/Giulio Corso/玛塔·加丝蒂妮/Caterina Le Caselle/Maria Roveran/菲利波·蒂米,剧情/同性,在意大利老城，四个女大学生憧憬着她们的未来。她们拥有不同的个性，但友谊却非常的牢固。在结伴去贝尔格莱德的一次旅行中，她们认识了一位神秘的新朋友。这次邂逅给她们开启了新的职业规划……,120分钟,2016-09-08(威尼斯电影节)/2016-09-15(意大利)," 意大利"," 意大利语",129.0,5.8,4.0%,15.0%,50.0%,27.0%,4.0%,42,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2375159662.jpg
讨好笑容的起源和开始 エミアビのはじまりとはじまり,2016.0,渡边谦作,渡边谦作,森冈龙/前野朋哉/黑木华/新井浩文/山地真理/日向丈/松浦祐也/斎藤嘉樹/大島葉子/九内健太,剧情,染着金黄色头发且英俊帅气的实道宪次（森冈龙饰）和负责搞怪出丑的海野一哉（前野朋哉 饰）共同组建了人气漫才组合“讨好笑容”，他们搞笑癫狂，备受欢迎。然而就在事业即将走上顶点的关键时刻，一场车祸夺走了海野的生命。,87分钟,2016-09-03(日本)," 日本"," 日语",123.0,5.8,6.6%,11.8%,53.9%,21.1%,6.6%,35,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2394870895.jpg
呼吸正常,2016.0,李云波,李云波/花城纪创作组,张兴超/叶锐洪/李会/周嘉亨/黄馨/苏雯珊/李伊/卓雅雯,剧情/爱情,四个青年，一座城市，爱与理想，轻松的茫然，四季轮换，他们从生活走进了电影，又从电影回到生活，在电影中扮演自己，又因电影而改变，中国电影从未有过的即兴创作，从未呈现的城市生活。,107分钟,2016-04-18(北京国际电影节)," 中国大陆"," 汉语普通话 / 粤语",2769.0,5.7,5.4%,20.6%,40.3%,22.4%,11.2%,1288,63.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2399021200.jpg
刺猬小子之天生我刺,2016.0,黄健明,黄健明/吴晓宇,苏尚卿/汤水雨/路知行/阎萌萌/刘潮/周志强/郭政建,喜剧/动画/冒险,大猬（苏尚卿 配音）是一直勇敢快乐的小刺猬，虽然个性冲动莽撞的它常常惹出大大小小的麻烦，但大猬依然深受朋友们的信赖和喜爱。在一场意外之中，大猬竟然失去了记忆，于是，它和好友阿灰（汤水雨 配音）一起，踏上了寻找自我的旅途。,93分钟,2016-07-22(中国大陆)," 中国大陆"," 汉语普通话",654.0,5.7,9.2%,15.6%,39.9%,22.4%,12.9%,230,36.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2368374902.jpg
实习期 インターン！,2016.0,吉田秋生,太田善也,新木优子/冈本杏理/佐野岳/青木玄德/栗原类/铃木友菜/泉はる/风间彻/中村龙/上野夏妃/もちろー/小西吻,剧情,大学三年级的川倉晴香（新木優子 饰）在好友浜崎真希（岡本杏理 饰）的邀请下参加了某企业的实习生招募说明会，听取了企业CEO牧野正幸（風間トオル 饰）的演讲后，晴香感觉自己兴趣不大，正想放弃时，真希却帮她提交了申请。在回家路上，晴香差点遇到交通事故，又是牧野救了她。 在病床上醒来的牧野，遇到一个自称死神（佐野岳 饰）的人，并且看到了自己出窍的灵魂。死神告诉他，由于他救了本该因为交通事故而死去的晴香，因此他的命运就变成了代替晴香死去。想要两个人都活下去的方法只有一个，就是要改变晴香的未来。牧野认为只要让晴香在实习期获得优异成绩，顺利入社的话就能改变未来，于是便附在真希身上，全力支援晴香的实习生活。 但晴香却不领情，反而自说自话只想靠自己的力量，结果成绩相当糟糕。她到底能不能顺利取得入社资格呢？,103分钟,2016-11-05(日本)," 日本"," 日语",351.0,5.7,6.3%,15.7%,45.1%,25.1%,7.8%,99,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2459695263.jpg
古惑镇激斗少年,2016.0,陈宇/徐芳依/李鸿禾/何苗,陈宇/连锦华,孙昊/任珅,喜剧/犯罪,古惑镇里，面子就是一切，桃园老玉明知黎叔有一条全市最大的金龙鱼，竟然养了一只更大的，还大张旗鼓安排自家KTV的头牌芳芳作为伺鱼丫头。一年一度的大佬聚会前，锅巴必须...,65分钟,2016-07-27(中国大陆)," 中国大陆"," 汉语普通话",142.0,5.7,8.6%,18.5%,39.5%,16.0%,17.3%,64,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2372345210.jpg
