'title', 'year', 'director', 'screenwriter', 'actors','type','summary', 'runtime', 'pubtime', 'country', 'language', 'scoreNum', 'score', 'star5', 'star4', 'star3', 'star2', 'star1', 'smallCommentNum', 'longCommentNum', 'posterurl'
大歌星爱上我 Sweet Sunshine,2020,Craig McMahon,Craig McMahon,Mackenzie Coffman/Bill Wetherill/格瑞格·鲁兹/John Way/Rob Edwards/Ben Vazquez,剧情/爱情,"在他成名后，他与父亲产生了裂痕，一个年轻的超级巨星遭遇了一场悲剧，将永久地改变他的生活。与一位才华横溢的年轻女子会面能给他相信自己的力量吗？
                        ",,2020-03-13(美国), 美国, 英语,,,,,,,,0,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2589125496.jpg
今天没有人在森林里入睡 W lesie dzis nie zasnie nikt,2020,Bartosz M. Kowalski,Bartosz M. Kowalski/Jan Kwiecinski/Mirella Zaradkiewicz,茱莉亚·维尼瓦-纳基维奇/Wiktoria Gasiewska/米洛斯拉夫·兹布罗邹维奇,恐怖,"
                            ",,2020-03-12(波兰), 波兰 / 法国 / 意大利, 波兰语,,,,,,,,1,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2588977026.jpg
一枇乌鱼子 一枇烏魚子,2020,张志成,张志成,宋偉,,"阿偉伯獨居在離島上，他的兒子不常回家，偉伯每天過著而重複的生活，這天兒子碰巧因
                                    ",,2020-03-07(中国台湾), 中国台湾, 汉语普通话,,,,,,,,0,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2590665145.jpg
强力炸弹 Powerbomb,2020,R. Zachary Shildwachter/B.J. Colangelo,Wes Allen/R. Zachary Shildwachter/B.J. Colangelo,Roni Jonah/Alexander Cantrell/Matt Capiccioni,惊悚,"《强力炸弹》讲述的是一个摔跤手经过多年的奋斗，正考虑把这一切抛在脑后，与家人共度更多的时光。当摔跤手的粉丝听到这个消息时，他决定通过任何强力手段，包括敲诈、绑架甚至谋杀，只要偶像登上顶峰…
                        ",,2020-03-06(美国), 美国, 英语,,,,,,,,0,0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2589852852.jpg
贝尔格莱德大饭店 Отель «Белград»,2020,Константин Статский,Вячеслав Зуб/Анатолий Молчанов/Василий Куценко,米洛斯·比柯维奇/狄安娜·波札尔斯卡娅/鲍里斯·杰尔戈切夫,喜剧,"Paul is a wealthy heir and owner of the prestigious Belgrade Hotel. When into his world The Belgrade mafia, crazy bride, old love and quirky family are involved, his leisurely life turns into an adventure where anything is possible.
                        ",107分钟,2020-03-05(俄罗斯), 俄罗斯, 俄语 Russian,,,,,,,,2,0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2592819668.jpg
CAMBIO TUTTO,2020,圭多·凯撒,Diego Ayala/圭多·凯撒,瓦伦蒂娜·洛多文尼/利贝罗·德·瑞恩佐/内里·马尔科雷,,,94分钟,2020-03-05(意大利), 意大利, 意大利语,,,,,,,,1,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2589660284.jpg
恐袭哥本哈根 Krudttønden,2020,欧尔·克利斯汀·梅森,拉尔斯·安德森/欧尔·克利斯汀·梅森,尼古拉·科斯特-瓦尔道/雅各布·奥福特布罗/松佳·里奇特/拉尔斯·博格曼/尼克莱·寇佩尼库斯/Sidsel Siem Koch/Afshin Firouzi/Inge Lise Goltermann/Adam Fischer/Jack Hansen/Bo Carlsson/Nadia Nouamani/Adam Buschard/Albert Arthur Amiryan/Dennis Haladyn,,"Notat is a feature film based on the real events of the first act of terror in Denmark.
                                    ",,2020-03-05(丹麦), 丹麦, 丹麦语,,,,,,,,2,0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2582600223.jpg
一本漫画走天涯,2020,梁家俊,梁家俊,陈毅桦/汪宇城/郑睿璇,喜剧,"华仔生性好幻想，时常沉醉在漫画世界，一日，华仔无意中救了黑帮大哥戴哥大，此后华仔被戴哥死对头洪二缠绕，华不胜其烦，向戴哥求助，戴哥收华仔为部下，华仔被派往戴之夜总会任闲职，认识了戴哥的义子汪及亲信阿标，华仔因崇拜身手不凡的汪，此后二人成为了莫逆之交，更是一同追求歌女亚Ann。戴哥因被暗杀事件与洪二讲数，反被洪二挟持，洪二将戴哥多番侮辱，事后戴哥与华仔到浴室将洪二杀死，华仔因而受到戴哥重用，汪与华仔及阿标更是被派往泰国洽购毒品，但三人在泰国时被毒王拜猜派人俘虏，汪中枪重伤，华仔为救汪不惜面斥拜猜不是，却因祸得福，华仔的胆色受到毒王赏识，指派华仔为他在香港的代理人……
                        ",,2020-03-01(中国大陆), 中国大陆, 汉语普通话,,,,,,,,0,0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2577343400.jpg
Bournemouth vs Chelsea,2020,,,,动作,,96分钟,2020-02-29(英国), 英国, 英语,,,,,,,,0,0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
一无所有 The Nothing,2020,Clayton Thompson,Clayton Thompson,"凯蒂·阿德金斯/, Hunter Bagwell/Scott T. Keller",惊悚/恐怖,"
                            ",79分钟,2020-02-29(美国), 美国, 英语,,,,,,,,2,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2585417335.jpg
爱丽丝·朱尼奥尔 Alice Júnior,2019,Gil Baroni,Luiz Bertazzo/Adriel Nizer Silva,Anne Celestino Mota/Emmanuel Rosset/Thaís Schier/Surya Amitrano/Matheus Moura/Katia Horn/Igor Augustho/Gustavo Piaskoski/Antonia Montemezzo/Marcel Szymanski,喜剧,"Alice Júnior is trans, confident and ready to confront life. In the new school in the Brazilian province, she is first bullied and then admired. In her struggle for acceptance, her YouTube community is omnipresent, in the comments and emojis on her page, but also all throughout the visual level of the film.
                        ",87分钟,2020-02(柏林电影节), 巴西, 葡萄牙语,,,,,,,,2,0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2586489649.jpg
罪犯 Villain,2020,菲利普·巴兰蒂尼,Greg Hall/George Russo,克雷格·法布拉斯/罗伯特·格林尼斯特/尼古拉斯·阿隆/Tomi May/Izuka Hoyle/马克·蒙迪欧/Jade Asha/艾洛斯·洛夫尔·安德森/李·尼古拉斯·哈里斯/George Russo/Michael John Treanor/Cassie Bancroft/Jennifer Matter/Stephanie Fayerman/Hester Ruoff,犯罪,"埃迪·弗兰克斯（Eddie Franks）是一名前罪犯，他试图通过与女儿重新联系并清除兄弟的债务来帮助家人。 尽管付出了很大的努力，他仍被卷入一种犯罪的生活方式，带来了灾难性的后果。
                        ",97分钟,2020-02-28(英国), 英国, 英语,,,,,,,,0,0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2588817318.jpg
北极熊诺姆：全家齐上阵 Norm of the North: Family Vacation,2020,Anthony Bell,Elie Choufany,Jennifer Cameron/Paul Dobson/布瑞恩·德拉蒙德/丽莎·杜鲁普/James Takashi Higuchi/乔纳森·霍姆斯/Cole Howard/李·陶克,喜剧/动画/冒险,"Overwhelmed with his Kingly duties, Norm struggles to make time for both his kingdom and his family. When his crown is mysteriously stolen, he must embark on a journey to not only find the crown, but to also repair his relationship with his family.
                        ",90分钟,2020-02-25(美国), 美国, 英语,,,,,,,,1,0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2589290599.jpg
我叫巴格达 Meu nome é Bagdá,2020,Caru Alves de Souza,Caru Alves de Souza/Josefina Trotta/Toni Brandão,Grace Orsato/Karina Buhr/Marie Maymone/Helena Luz/Nick Batista/William Costa/João Paulo Bienemann/Gilda Nomacce/Paulette Pink/Emílio Serrano,剧情,"A film from the skater world of São Paulo, where it is women who call the shots. Bagdá is surrounded by self-confident role models in her family. However, outside on the streets, in the venues and clubs, the old machismo continues to dominate. Bagdá and her fellow comrades-in-arms confront it defiantly.
                        ",96分钟,2020-02-25(柏林电影节), 巴西, 葡萄牙语,,,,,,,,2,0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2586465192.jpg
Manchester United vs Watford,2020,,,,真人秀,,90分钟,2020-02-23(英国), 英国, 英语,,,,,,,,0,0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
Fjols til Fjells,2020,Petter Holmsen,Karsten Fullu,Hedda Stiernstedt/Christian Skolmen/Herbert Nordrum/Nader Khademi/Jiemba Sands/Janne Formoe/Nils Vogt,喜剧,"
                            ",87分钟,2020-02-21(挪威), 挪威, 挪威语,,,,,,,,1,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2585049796.jpg
最好的岁月 Gli anni più belli,2020,加布里埃莱·穆奇诺,加布里埃莱·穆奇诺/保罗·科斯特拉,皮耶尔弗兰切斯科·法维诺/米卡埃拉·拉马佐蒂/吉姆·罗斯·斯图尔特/克劳迪奥·桑塔玛利亚/妮可莱塔·罗曼诺芙/Emma Marrone/Alma Noce/Francesco Centorame/Andrea Pittorino/Matteo De Buono/Mariano Rigillo/弗朗西斯科·阿克夸利/Paola Sotgiu/Fabrizio Nardi/Gennaro Apicella/马尔科·潘克拉齐,剧情,,,2020-02-13(意大利), 意大利, 意大利语,,,,,,,,0,0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2583403494.jpg
FIBA Olympic qualifier China women vs South Korea women,2020,,,,动作,,,2020-02-09(塞尔维亚), 塞尔维亚, 英语,,,,,,,,1,0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
以色列男孩 The Israeli Boys,2020,Ori Aharon	 Lior Haen	 Michal Haggiag	 Nizan Lotem	 Moshe Rosenthal	 Lior Soroka,Lior Haen	 Nizan Lotem	 Moshe Rosenthal,Uri Klauzner/Yoav Rotman,,,,2020-02-07(美国), 以色列 Israel, 希伯来语 Hebrew,,,,,,,,1,0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2594273909.jpg
Dream Round,2020,Dusty Dukatz,理查德·格里克/Michael Saquella/Alexa Lohman/Greg Lutz,理查德·格里克/Michael Saquella/Alexa Lohman/Greg Lutz,剧情/喜剧/运动,,90分钟,2020-02-07(美国), 美国, 英语,,,,,,,,0,0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2583751688.jpg
